There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	As there is currently little consensus on the ideal method to select differentially expressed genes this issue tends to lead the microarray researcher to ask the difficult question 'which of these gene lists is correct?' We reasoned that the underlying biological phenomenon under study is most likely being captured within the functional context of the genes within each of the lists despite the lists having different genes. 4
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	We developed the Expression Analysis Systematic Explorer (EASE) to automate the process of biological theme determination for lists of genes and to serve as a customizable gateway to online analysis tools.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	This is the first report to show that the highest-ranking themes derived by a computational method can recapitulate manually derived themes in previously published microarray proteomics and SAGE results and to provide evidence that these themes are stable to varying methods of gene selection.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE performs three basic functions with any list of genes.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The first is theme discovery defined as the identification of terms or phrases that describe a statistically significant number of genes in the list with respect to the number of genes described by the term or phrase in the population of genes from which the list derived.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The second is customizable linking to online tools and the third is creation of descriptive annotation tables.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Each of these functions uses a system of tab-delimited text files that are simple to customize and update.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE is an easy-to-use customizable tool that allows investigators to systematically mine the mass of functional information associated with data generated by microarray proteomics or SAGE studies.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE uses customizable text files for theme discovery annotation and linking to online tools	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	To analyze a gene list EASE first maps the gene identifiers to a standardized gene accession (SGA) system via a simple text file in the \Data\Convert\ directory.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The default SGA system used by EASE is LocusLink numbers .	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Upon conversion to the SGA system EASE maps the genes to biological categories within various classification systems.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Each system is specified in a text file in the \Data\Class\ directory that maps many-to-many relationships between genes and gene categories within the classification system.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Similarly EASE maps genes to annotation fields specified in files of the \Data\ directory.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Users can therefore utilize any system of identifying genes with any custom annotation fields or categorical systems by creating the associated text files in the appropriate directory as outlined in the help files of EASE.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE comes equipped with an automated update routine that downloads and parses public annotation data sources and installs a LocusLink-based system of files thereby allowing researchers to use EASE with the most up-to-date annotation information.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE constructs hyperlinks to definitions for various categorical systems and the gene categories therein with configuration files in the \Data\Class\URL data\ directory.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE can also load the genes in the current gene list into various online tools by using simple URL configuration text files in the \Links\ directory.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Both types of configuration files are text files that are simple to create or modify to facilitate the addition of new links to online tools and definitions for new categorical systems added by the user.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	For theme discovery via category over-representation analysis EASE uses the three systems of the Gene Ontology  as default categorization systems.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	However any set of custom or public systems can be simultaneously analyzed including SWISS-PROT  and PIR keywords  transcription factor regulation protein domains pathway membership chromosomal location membership in previously published gene lists and MeSH headings or keywords extracted from gene-associated literature.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE calculates over-representation with respect to the total number of genes assayed and annotated within each system to allow for side-by-side comparisons of categories from categorization systems with varying levels of annotation.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The conversion of gene identifiers to an SGA system such as LocusLink numbers is essential to the over-representation analysis to ensure that a single gene represented by more than one identifier (typical of GenBank) receives only one 'vote' for each of its categories.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The user has a choice of two statistical measures of over-representation - the one-tailed Fisher exact probability or a variant thereof - which is referred to as the 'EASE score'.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The Fisher exact probability for over-representation is calculated using the Gaussian hypergeometric probability distribution that describes sampling without replacement from a finite population consisting of two types of elements .	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	In the case of microarray data EASE defines this population of elements as the set of genes on the microarray annotated within a given gene-classification system.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	For each possible classification within the system the two types of elements are: genes that belong to that classification; and genes that do not.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Given the number of genes of each type within the finite population it is possible to calculate the exact probability of randomly sampling a given number of genes and observing a specific number that belong to the classification.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The one-tailed Fisher exact probability of over-representation is calculated by summing this probability with all probabilities for situations in which there is a greater number of genes within the classification.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	For example assume a microarray contains 1000 genes annotated within the Biological Process branch of the Gene Ontology and five of these genes fall within the classification Apoptosis.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The likelihood of observing four Apoptosis genes by random chance in a gene list containing 50 genes annotated within Biological Process is calculated by summing the hypergeometric probabilities of observing 4 out of 50 genes and 5 out of 50 genes.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Note that 6 (or greater) out of 50 genes is not possible since there are only five such genes on the whole microarray.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	This example highlights why the Fisher exact probability is more appropriate than methods describing sampling with replacement such as the chi-square and Z-score statistics.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	It is easier to see why the Fisher exact probability ascribes a higher significance to the observation in the example after considering the following: as each Apoptosis gene is added to the gene list Apoptosis genes become increasingly rare in the remaining population of genes not on the list.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The Fisher exact probability takes this effect of finite populations into account whereas the chi-square and Z-score statistics do not.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The Fisher exact probability is also more appropriate than a ratio-of-ratios type metric wherein the ratio of genes in a category on the gene list is compared to the ratio of genes in that category within the population.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	This is because ratio-of-ratios tend to underestimate the significance of high-frequency categories.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	This problem is exemplified by observing 75 genes within some category out of 100 genes on a list when the background is 6000 genes out of 10000.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The probability of observing such a situation by random chance using the Fisher exact probability is almost 1 in 1000 (p = 0.0012) yet the ratio-of-ratios method only detects a modest 1.25-fold increase in proportion.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Ratio-of-ratios are also prone to 'granularity effects' with low-frequency categories in which the observation of a single gene in some rare category can have a large ratio enrichment compared to the population yet be of little significance.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	This situation is exemplified by observing a single gene within some category on a list of 50 genes when there are 60 such genes on a 10000-gene microarray.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The Fisher exact probability tells us that this seemingly interesting 3.3-fold enrichment based on the ratio of ratios actually had a greater than one in four (p = 0.26) chance of occurring simply due to random chance.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The EASE score is offered as a conservative adjustment to the Fisher exact probability that weights significance in favor of themes supported by more genes.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The theoretical basis of the EASE score lies in the concept of jackknifing a probability.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The stability of any given statistic can be ascertained by a procedure called jackknifing in which a single data point is removed and the statistic is recalculated many times to give a distribution of probabilities that is broad if the result is highly variable and tight if the result is robust .	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The EASE score is calculated by penalizing (removing) one gene within the given category from the list and calculating the resulting Fisher exact probability for that category.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	It therefore represents the upper bound of the distribution of jackknife Fisher exact probabilities and has advantages in terms of penalizing the significance of categories supported by few genes.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	For example assume a list of 206 genes is selected from a population of 13679 genes.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	If there is only one gene in the population in some rare category X and that gene happens to appear on the list of 206 genes the Fisher exact would consider category X significant (p = 0.0152).	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	At the same time the Fisher exact probability would deem a more common category Y with 787 members in the population and 20 members on the list as slightly less significant (p = 0.0154).	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	From the perspective of global biological themes however a theme based on the presence of a single gene is neither global nor stable and is rarely interesting.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	If the single gene happens to be a false positive then the significance of the dependent theme is entirely false.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	However the EASE score for these two situations is p = 1 for category X and p   0.0274 for category Y and thus the EASE score eliminates the significance of the 'unstable' category X while only slightly penalizing the significance of the more global theme Y.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	By extrapolating between these two extremes the EASE score penalizes the significance of categories supported by fewer genes and thus favors more robust categories than the Fisher exact probability.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE comes equipped with: files for specifying genes as LocusLink numbers gene symbols GenBank SWISS-PROT Flybase  MGI  or RGD  accessions UniGene clusters  or Affymetrix probe set identifiers ; annotation fields from LocusLink; population files consisting of all LocusLink numbers for selected species and for various Affymetrix GeneChips and other selected microarrays; and classification systems derived from the Gene Ontology KEGG  BBID  and SWISS-PROT as well as classification systems parsed from LocusLink (including the Proteome HumanPSD database's 'At-a-Glance' ) chromosome location PFAM  and SMART  protein domains.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Furthermore most of these data files can be updated from their original internet sources at any time by clicking the 'Update with the Most Recent Online Data' button (Figure 1).	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Storage of these data to local tab-delimited text files allows for quick access and removes any concern regarding the transmission of confidential research results over the internet.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Exploring a gene list with EASE	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The core function of EASE is to annotate or analyze a list of genes input as gene identifiers and display the result in the system web-browser or save the result in a tab-delimited text or Microsoft Excel  format.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The identifiers can be loaded from a text file or pasted into EASE from another application.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Upon input of identifiers the user can generate an annotation table by clicking the 'Annotate Genes' button (Figure 1).	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The user can also link to any number of online tools such as DAVID  via the 'Link to:' list box; this function automatically loads the information specific to the current gene list into the online tool thereby allowing EASE to serve as a convenient interface to these resources.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The identification of biological themes in the gene list is initiated by clicking the 'Find over-represented gene categories' button.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	This function returns an output of all gene categories ranked by over-representation with associated probabilities counts used in the probability calculation associated genes from the original list and links to various online tools for these genes.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The most significantly over-represented categories that result from this analysis are deemed 'biological themes' of the gene list.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The user can optionally limit these analyses to any particular set of gene categories to answer questions such as 'what is special about the mitochondrial genes on my list compared to all mitochondrial genes on the microarray?' The user can further use the 'Refine' functionality of EASE to remove specific genes from the original list and enable an over-representation analysis of the remaining genes exclusively.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	These two functions can be applied repeatedly until the gene list is thoroughly characterized.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE also allows for comparisons of gene lists at a thematic level whereby the results are expressed in terms of gene categories over-represented in one list compared to all lists combined.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Calculating statistics on thousands of gene categories can lead to a few seemingly significant probabilities due simply to chance .	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	To address this multiple comparison issue EASE can calculate a wide variety of probability corrections including Bonferroni-type methods false-discovery rate (FDR) and bootstrap methods .	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The FDR and bootstrap methods are performed by iteratively running over-representation analyses on gene lists randomly picked from the population to estimate the true probability of observing a given categorical enrichment in a given list by chance given the multiple comparison issue.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Nevertheless the power of EASE is most appropriately viewed as an exploratory tool to direct the attention of the researcher to enriched biological themes by prioritizing functional categories based on the significance of over-representation.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE themes are robust and recapitulate manually determined themes	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The published gene lists of Kayo et al.  Wu et al.  and Gnatenko et al.  were analyzed with EASE to test its ability to generate themes in comparison to manually determined themes from microarray proteomic and SAGE data respectively.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	In the Kayo study the authors generated four gene lists corresponding to genes up- and downregulated in primate muscle in response to aging or caloric restriction.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	These gene lists were analyzed with the categorical over-representation function of EASE using EASE scores that were corrected for multiplicity using 10000 bootstrap iterations.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	All significant (p   0.05) categories resulting from each list were compared to the themes manually determined and published by Kayo et al.  (Table 1).	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	along with the total time needed for initial analysis are shown for the manual and EASE analyses	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Total time for analysis	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Themes of genes downregulated with caloric restriction	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Themes of genes upregulated with caloric restriction	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Themes of genes downregulated with aging	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Themes of genes upregulated with aging	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Manual analysis by Kayo et al. Approximately 200 hours	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Energy metabolism mitochondrial bioenergetics	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Structural proteins cytoskeletal proteins	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Energy metabolism mitochondrial electron transport oxidative phosphorylation	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	[Inflamation/immune function] [oxidative stress]	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	EASE	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Approximately 15 minutes	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Mitochondrion electron transport mitochondrial membrane inner membrane primary active transporter mitochondrial electron transport chain oxidoreductase hydrogen ion transporter mitochondrial inner membrane monovalent inorganic cation transporter energy pathways [carrier] ion transporter [cytoplasm]	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Extracellular matrix [calmodulin binding] [morphogenesis] structural molecule [development] microfibril cytoskeleton	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Inner membrane hydrogen ion transporter [intracellular] monovalent inorganic cation transporter metabolism mitochondrial membrane mitochondrial inner membrane primary active transporter energy pathways mitochondrion ion transporter [carrier] cation transporter	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	[Gas transport] [oxygen transport]	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	For each list the major biological themes as determined by Kayo et al.  are shown as well as all significant (p   0.05) gene categories as determined by EASE score corrected for multiplicity with the bootstrap function using 10000 random trials.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The time shown for EASE represents initial analysis before running the bootstrap analysis.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Bootstrap analysis took an additional 2 hours.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Themes that differ between Kayo et al.'s themes and the EASE results are in square brackets.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The initial EASE analysis successfully discovered the same themes as Kayo et al. in three of four gene lists in less than 15 minutes with the 10000-iteration bootstrap corrections requiring an additional 2 hours per list.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	In contrast the manual analysis by Kayo et al. required approximately 200 hours of gene annotation and literature reading (R. Weindruch personal communication.) EASE also uncovered new and potentially interesting themes including the upregulation of calmodulin-binding and morphogenesis genes with caloric restriction and the upregulation of hemoglobin components within aging muscle.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The disparate results for the list of genes upregulated with aging is due to the lack of relative enrichment for 'inflammation/immunity' genes in the list of genes upregulated with aging (7.5%) relative to all 'inflammation/immunity' genes on the HuGeneFL microarray (8.9%).	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Therefore any random list of the same size would be expected to result in about the same number of 'immunity/inflammatory response' genes as the Kayo list.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Similarly no significant enrichment was detected for the 'stress response/oxidative stress' theme (8.3% vs 7.8% on list and microarray respectively).	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Nevertheless the discovery of all manual themes by EASE for the majority of gene lists demonstrates the power of EASE to dramatically reduce the time required to interpret microarray results while adding a statistical measure of confidence to the interpretation.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	To test the ability of EASE to find themes similar to manually determined themes from proteomics research a previously published list of proteins was analyzed with EASE.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Wu et al. developed a method for the simultaneous analysis of membrane and soluble proteins from a crude brain homogenate using tandem mass spectrometry proteomics.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The authors identified a total of 1610 proteins in the crude lysate and postulated that 454 of the proteins were transmembrane proteins on the basis of the use of a sequence-analysis algorithm.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	These 454 proteins were analyzed with respect to the entire set of 1610 identified proteins using the categorical over-representation function of EASE.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	As shown in Table 2 the top-scoring theme from the EASE analysis SWISS-PROT keyword 'transmembrane' matches well with the predicted 'transmembrane' theme of these 454 proteins.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	were analyzed with the categorical over-representation function of EASE for enriched themes with respect to the total of 1610 proteins identified in a crude brain homogenate.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Similarly the SAGE tags detected by Gnatenko et al.  in a SAGE-based study of human platelets were analyzed for enriched themes against a background of all human genes in LocusLink.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	In both cases the manually determined theme is compared to the most significant EASE category as determined by EASE score.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	The categorical system from which the category derives is shown in parentheses.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	To determine whether EASE can detect themes similar to manually determined themes from SAGE research a previously published list of SAGE tags was analyzed with EASE.	0
There is increasing evidence that even if the exact list of differentially expressed genes that are identified using different platforms overlap only partially, the biological themes represented by these genes are the same .	Gnatenko et al.  identified transcripts expressed in human platelets via SAGE and determined that transcripts originating from the mitochondrial chromosome predominated.	0
